date,start,past_start,future_start,original_cosine,residual_cosine,erse_outgoing_cosine,erse_incoming_cosine,incoming_erse_attributed_fraction,outgoing_erse_attributed_fraction,incoming_residual_energy_fraction,outgoing_residual_energy_fraction,incoming_speed,outgoing_speed,erse_speed,static_loss,erse_loss,erse_skill,top_cross_covariance_energy,covariance_transition_energy,top_cross_covariance_share,positive_correlation_fraction,all_correlations_positive,minimum_correlation,erse_rotations,minimum_deviation_before,minimum_deviation_after
2001-02-14,42,0,84,-0.12577578529430172,-0.1259066346006859,0.01505987231104995,0.00750505393368919,5.632583454751039e-05,0.00022679975402506436,0.9999436741654525,0.9997732002459749,0.6837379324719113,0.5664124663003792,0.3244643705605595,0.09931858990810527,0.13126222798640855,-0.32162798634031353,0.37432186702107373,1.3635281001572155,0.27452449786543764,0.8916256157635468,False,-0.15410958515212128,26,6.56174047934493e-05,0.2499999999999979
2001-03-06,56,14,98,-0.12660426186363577,-0.12600779976857565,-0.025321541782815572,0.02695927798332807,0.0007268026693822982,0.0006411804782587849,0.9992731973306177,0.9993588195217412,0.7819999990506825,0.664378474417756,0.30937087585450485,0.13387954610408434,0.16629777886610256,-0.24214477644564725,0.3553524973651747,1.1585579743954373,0.30671965082334873,0.8990147783251231,False,-0.12472266703303643,25,0.0009068950571671499,0.24999999999999833
2001-03-28,70,28,112,-0.1052271867160557,-0.10511801476214683,-0.005016193294275905,0.03450864490144716,0.0011908465729342232,2.5162195165462364e-05,0.9988091534270658,0.9999748378048345,0.589421744066443,0.6111768751195941,0.31550098525365045,0.11684124747378306,0.14930165067386417,-0.27781630119418743,0.3588979615582062,0.9366708736402363,0.3831633625623492,0.9261083743842364,False,-0.10947142554641102,26,0.0031588111383232475,0.24999999999999822
2001-04-17,84,42,126,0.14720727111923756,0.1471490274792035,-0.004204954769902054,-0.031232876557404542,0.0009754925780502965,1.7681644616796e-05,0.9990245074219497,0.9999823183553832,0.5664124663003799,0.6163902018895194,0.3176671537542997,0.1173922159538409,0.14969563914051318,-0.27517517174540873,0.3831446446717308,1.0914135157266822,0.3510536008129113,0.9285714285714286,False,-0.1264892319027202,23,0.0005116457359936322,0.24999999999999778
2001-05-07,98,56,140,-0.1456450691901651,-0.14549207094836086,-0.017921349242264066,0.010269011232870119,0.00010545259170080534,0.00032117475866311196,0.9998945474082992,0.9996788252413369,0.6643784744177561,0.5758929107232089,0.3464932199589284,0.10352490693454186,0.1435762425105843,-0.38687632534039973,0.4070443353859332,1.2248322714254418,0.3323265926951949,0.9285714285714286,False,-0.13623193942619158,24,3.397012415410792e-05,0.24999999999999822
2001-05-25,112,70,154,0.04023290255843157,0.04153880701983619,-0.04706158905578958,0.026462110399759972,0.0007002432868090658,0.0022147931644557195,0.9992997567131909,0.9977852068355443,0.6111768751195938,0.7230617696002385,0.37691312929696486,0.15751980125939088,0.20983953939107902,-0.33214705524883326,0.38617816917896874,1.2168634758503933,0.31735537867885455,0.9334975369458128,False,-0.12280060282795599,26,1.9077652176152317e-07,0.2499999999999981
2001-06-14,126,84,168,0.030318212744665625,0.030376089531696134,-0.02168417659775486,0.0023358795031727343,5.456333053155404e-06,0.00047020351472260025,0.9999945436669468,0.9995297964852774,0.6163902018895195,0.6983733439607722,0.3438631401856054,0.1454760667013475,0.18588254241537708,-0.2777534245339568,0.41512616688270754,1.3205650848441943,0.3143549467171365,0.9359605911330049,False,-0.1210899298664826,24,6.350566500340628e-06,0.24999999999999867
2001-07-04,140,98,182,0.21571537140823363,0.21551798017944784,-0.023133965299496902,-0.011658759592605988,0.00013592667523842916,0.0005351803504785035,0.9998640733247616,0.9994648196495215,0.5758929107232086,0.6070150575254323,0.3303864724037065,0.1149217035724767,0.15262412328203143,-0.32807049093017704,0.45716302596713376,1.33657508700135,0.3420406608002802,0.9187192118226601,False,-0.11814842285175517,23,7.212209571979601e-06,0.24999999999999867
2001-07-24,154,112,196,0.18390127885131285,0.18490570273669318,-0.02961504199468156,0.02862077145983074,0.0008191485589553738,0.0008770507123464499,0.9991808514410446,0.9991229492876536,0.7230617696002388,0.7219367516108233,0.34696416546113923,0.15266820290046437,0.1954427114007046,-0.2801795507354474,0.5612595139281638,1.880652377428851,0.2984387336353432,0.9285714285714286,False,-0.10681246916021724,24,2.7487484490492247e-05,0.24999999999999883
2001-08-13,168,126,210,-0.0490638334340674,-0.04958138319533886,-0.028658491439413146,-0.01709586373951452,0.0002922685569998196,0.000821309131582848,0.9997077314430002,0.9991786908684172,0.6983733439607718,0.5433840942139344,0.3459934891570563,0.091948918122491,0.13309474621301756,-0.4474857228413889,0.6303631450884097,2.2638294425359793,0.2784499279160653,0.9261083743842364,False,-0.1139292150476816,25,7.587852917010285e-05,0.24999999999999845
2001-08-31,182,140,224,0.20912113285616377,0.20875390002799268,0.017598673366979446,0.027041061304537657,0.0007312189964755467,0.0003097133042777589,0.9992687810035245,0.9996902866957222,0.6070150575254327,0.5652664874924199,0.33922464300942445,0.09881786403707056,0.13337974944941702,-0.34975341502403756,0.5246603314770653,2.345677073023754,0.22367116834234077,0.9187192118226601,False,-0.10691317686134921,25,6.0005863472345775e-05,0.2499999999999981
2001-09-20,196,154,238,-0.2153234733624956,-0.21531539293778917,0.0022029281223491445,-0.015206555194122909,0.00023123932087198984,4.852892312556811e-06,0.999768760679128,0.9999951471076874,0.721936751610823,0.8301968121723534,0.3314017089076718,0.1899922794813335,0.22481997886912972,-0.18331112970944696,0.3739382319626685,1.6705517905764427,0.2238411488180423,0.9359605911330049,False,-0.09457574247293031,26,3.0039230059024597e-05,0.249999999999998
2001-10-10,210,168,252,0.13619852807881536,0.1362009459524398,0.00028537704745126895,0.008404936369175763,7.064295536995946e-05,8.144005902988027e-08,0.99992935704463,0.999999918559941,0.5433840942139344,0.5900858278452361,0.32505206245012797,0.10790098003102526,0.14144060828858596,-0.31083710498196493,0.574077051364057,1.3059810524125137,0.43957532944568795,0.9433497536945813,False,-0.10133120963890112,25,0.00012100984441781306,0.2499999999999981
2001-10-30,224,182,266,-0.133843089746061,-0.13388355333341076,-0.016012190845440522,-0.001446350993823454,2.091931197378827e-06,0.00025639025567070206,0.9999979080688026,0.9997436097443293,0.5652664874924199,0.5810575009865144,0.3248577262110534,0.10334609628831881,0.13879357854574645,-0.34299778637535483,0.4297795655004961,1.148993985402923,0.3740485772427985,0.9556650246305419,False,-0.10285651231099438,25,0.0014394879745572707,0.24999999999999806
2001-11-19,238,196,280,-0.42359892047489134,-0.42420257080828905,-0.03067502583769413,-0.012150731914156032,0.0001476402860498549,0.0009409572101430896,0.9998523597139501,0.9990590427898569,0.8301968121723526,0.42046476241346553,0.30933860789416984,0.056864375905349984,0.09015781332905821,-0.585488487187914,0.2710070586753517,1.001053773748704,0.27072177917125856,0.958128078817734,False,-0.1007610372587998,25,0.0017629708049275946,0.24999999999999817
2001-12-07,252,210,294,-0.1411880589106981,-0.14120610184208066,-0.030057020595478746,0.0015277871190212775,2.334133480830225e-06,0.0009034244870771424,0.9999976658665192,0.9990965755129229,0.5900858278452364,0.35945935951177405,0.3241909585415775,0.04211034014761653,0.07786291700370625,-0.8490213266090971,0.29927338150619676,1.281450178005863,0.23354273669220055,0.9408866995073891,False,-0.12740288426432095,24,0.0004773676270187878,0.24999999999999806
2001-12-27,266,224,308,0.1238329358679247,0.12362976196897361,-0.017175526581453212,-0.013551960129625134,0.0001836556233548725,0.00029499871334992545,0.9998163443766451,0.9997050012866501,0.5810575009865142,0.39176128325609333,0.3368559524770798,0.04944119868712097,0.08710495397260438,-0.7617888782153357,0.48524469847689033,1.3706832175732786,0.35401666282599575,0.9458128078817734,False,-0.11583201722260114,23,0.00026682891960176023,0.24999999999999856
2002-01-16,280,238,322,-0.24622977033705967,-0.2459744427763599,-0.01961824371239016,0.017304932927421756,0.00029946070362263377,0.00038487548635890434,0.9997005392963774,0.9996151245136411,0.42046476241346536,0.4448164602191008,0.3409901013311099,0.06264183905597864,0.10068649100711442,-0.607336127490413,0.3655556787746832,1.0003227350102695,0.3654377392221625,0.9482758620689655,False,-0.11558754548168261,25,1.6044126453836576e-05,0.24999999999999856
2002-02-05,294,252,336,-0.09608484417121252,-0.09486723239016123,0.02839227413589511,-0.048097923241207485,0.002313410220117218,0.0008061212306077481,0.9976865897798828,0.9991938787693923,0.35945935951177355,0.5372106524126659,0.3412937670192654,0.08965215833395683,0.123662506671898,-0.37935894651026314,0.3313863354060089,0.8601055039776468,0.3852856816675147,0.9630541871921182,False,-0.09796494651095876,24,0.0009673918947399812,0.24999999999999828
2002-02-25,308,266,350,0.44727797211629966,0.44902581578693246,0.03330947784667859,-0.03617428882288265,0.0013085791718412398,0.001109521314418438,0.9986914208281588,0.9988904786855816,0.39176128325609355,0.49631820251041103,0.33332791378901594,0.07728823439282673,0.10906914794550149,-0.4111998909322272,0.3365245707404796,0.8493739721320711,0.3962030645885539,0.9704433497536946,False,-0.09654360338255603,23,1.1521004795651927e-05,0.2499999999999979
2002-03-15,322,280,364,0.2736473049348329,0.2738471236004504,0.00031915187237703123,-0.037046207850971506,0.0013724215161377007,1.0185791732286731e-07,0.9986275784838623,0.9999998981420827,0.4448164602191011,0.4410510545441645,0.3027926505520055,0.061717531177510075,0.09126042541436237,-0.47867913173457843,0.25383842332931295,0.7800328760859402,0.325420159984829,0.9507389162561576,False,-0.11557249839519672,23,0.000343228869703206,0.24999999999999845
2002-04-04,336,294,378,0.08776719631504519,0.0879436009342142,-0.004236261308892606,0.03129021716082267,0.0009790776899716302,1.7945909877026267e-05,0.9990209223100284,0.999982054090123,0.537210652412666,0.4164987234445146,0.30319712373163604,0.05536258789827405,0.08515171004788129,-0.538073151572019,0.28741884694551345,0.813526083285953,0.3533001004523247,0.9507389162561576,False,-0.1254866189386517,24,0.00042404456495271595,0.24999999999999878
2002-04-24,350,308,392,0.2884200564823344,0.28801744157998443,0.03496280249545499,0.017866049877761112,0.0003191957382344679,0.0012223975583361968,0.9996808042617655,0.9987776024416638,0.49631820251041076,0.30850046008603,0.3298039083417777,0.031064436903150455,0.0637234249504739,-1.0513304377331645,0.2517311725289204,0.8181164354125263,0.30769602177957434,0.9605911330049262,False,-0.09677237208802157,24,0.0011243129702707487,0.24999999999999856
2002-05-14,364,322,406,-0.20967310679062964,-0.21005609518701301,0.031623426543341986,0.008546269968834118,7.303873038022601e-05,0.0010000411063419978,0.9999269612696198,0.998999958893658,0.441051054544165,0.45329965385732485,0.33202486972658324,0.06501238872489878,0.09736517283416764,-0.49764029200911697,0.428264674968716,1.2112085437519626,0.3535845888620302,0.9630541871921182,False,-0.1045509905058301,24,0.00013422477424723017,0.2499999999999984
2002-06-03,378,336,420,-0.39557116812639603,-0.3955579843022318,-0.016806813810921854,0.0043292268983722605,1.8742205537658485e-05,0.0002824689904749045,0.9999812577944623,0.9997175310095251,0.4164987234445142,0.4474741151094126,0.32165674112299664,0.06359964681780994,0.09813758964933579,-0.5430524312574345,0.5523650896577976,1.7314884962592836,0.3190117005403905,0.9704433497536946,False,-0.13189144515414944,24,0.00039955426012937083,0.249999999999999
2002-06-21,392,350,434,0.020291231725011495,0.022710278551786502,-0.03224150494188045,0.07279496503376613,0.0052991069342671615,0.0010395146409171163,0.9947008930657328,0.9989604853590829,0.3085004600860298,0.48280529315578585,0.36434120422221794,0.07345804985891287,0.11895427706154349,-0.6193497824950827,0.4835601973839516,1.886058291985296,0.2563866660107033,0.9704433497536946,False,-0.13812483357954405,22,0.00016005311097735568,0.24999999999999867
2002-07-11,406,364,448,0.06561302504693084,0.06542185768352497,0.011727166812245232,0.01754333490459383,0.0003077685995748203,0.00013752644144238158,0.9996922314004252,0.9998624735585576,0.4532996538573249,0.4445484417084488,0.35687417681343087,0.06352302269562804,0.10283980126038077,-0.6189374638725857,0.5397045441280852,1.4988203381306904,0.3600862160712323,0.9753694581280788,False,-0.09541398782236499,25,0.002023826309563971,0.2499999999999991
